predictor,period,seed
1,2012Q2,91
0,2011Q2,222
0,2010Q3,318
0,2013Q4,344
1,2012Q1,500
1,2010Q1,379
1,2011Q3,380
1,2012Q4,337
1,2011Q2,193
1,2012Q4,451
1,2010Q4,228
1,2012Q1,266
1,2011Q4,101
0,2013Q4,422
0,2010Q3,495
0,2013Q1,215
0,2010Q4,172
0,2010Q3,481
0,2011Q1,478
0,2013Q4,436
0,2013Q1,201
0,2012Q1,128
0,2010Q4,166
1,2012Q4,445
1,2012Q1,272
1,2011Q4,115
1,2012Q4,323
1,2011Q3,394
1,2011Q2,187
0,2013Q4,350
0,2010Q2,33
1,2010Q1,345
1,2010Q2,286
1,2012Q2,46
0,2013Q4,378
0,2011Q1,336
0,2011Q1,450
0,2011Q2,27
0,2012Q1,100
0,2013Q1,229
0,2011Q4,267
1,2010Q1,423
1,2013Q1,173
1,2010Q4,214
1,2012Q2,399
1,2013Q2,52
1,2012Q4,479
1,2010Q1,437
1,2011Q4,129
1,2013Q1,167
1,2010Q4,200
1,2013Q2,46
0,2011Q1,444
0,2011Q2,33
0,2012Q1,114
0,2011Q4,273
0,2013Q2,498
1,2012Q2,52
0,2011Q1,322
0,2010Q2,27
1,2010Q1,351
1,2010Q2,292
1,2010Q1,78
1,2011Q2,434
1,2012Q2,164
1,2012Q3,377
0,2010Q2,447
0,2013Q3,304
0,2013Q2,117
0,2013Q3,462
0,2013Q4,185
0,2010Q3,132
0,2010Q2,321
1,2012Q3,411
1,2011Q2,352
0,2013Q1,19
1,2011Q3,141
1,2011Q1,291
1,2010Q3,268
1,2012Q3,405
1,2011Q2,346
1,2011Q3,155
1,2011Q1,285
0,2013Q3,476
1,2011Q1,78
0,2010Q3,126
0,2013Q4,191
0,2010Q2,335
0,2010Q2,453
0,2013Q3,310
0,2013Q2,103
0,2012Q1,19
1,2011Q2,420
1,2012Q2,170
1,2013Q2,259
1,2012Q3,363
0,2013Q3,338
0,2012Q1,31
0,2012Q2,202
1,2010Q1,44
1,2011Q2,408
1,2013Q2,271
1,2012Q2,158
0,2011Q1,89
0,2013Q1,25
1,2010Q3,254
1,2010Q1,184
1,2011Q1,50
0,2011Q3,227
0,2012Q4,290
1,2011Q1,44
0,2012Q4,284
0,2011Q3,233
0,2010Q2,309
1,2012Q3,439
0,2013Q1,31
1,2010Q3,240
1,2010Q1,190
1,2011Q3,169
1,2010Q1,50
1,2013Q2,265
0,2010Q1,89
0,2012Q2,216
0,2012Q1,25
0,2010Q4,370
0,2010Q1,62
0,2010Q2,484
1,2011Q4,303
1,2012Q1,17
1,2011Q2,391
1,2012Q4,135
1,2011Q3,182
1,2011Q1,252
1,2011Q4,465
0,2011Q1,76
0,2011Q1,108
0,2013Q4,146
0,2010Q1,221
0,2012Q1,458
0,2010Q4,416
1,2013Q1,17
0,2013Q4,152
0,2010Q1,235
0,2010Q4,402
1,2011Q2,385
1,2011Q3,196
1,2012Q4,121
1,2013Q4,208
1,2011Q1,246
1,2011Q4,471
0,2011Q1,62
1,2013Q1,359
1,2011Q4,317
0,2010Q4,364
0,2010Q2,490
0,2010Q1,76
1,2012Q3,388
1,2013Q1,371
1,2010Q1,87
0,2012Q1,302
0,2012Q4,253
0,2011Q1,134
1,2011Q1,93
0,2012Q1,464
1,2010Q3,297
1,2013Q4,220
1,2012Q4,109
1,2010Q1,147
1,2011Q4,459
1,2013Q1,417
1,2013Q4,234
1,2010Q3,283
1,2010Q1,153
1,2013Q1,403
0,2010Q1,209
0,2012Q4,247
0,2011Q1,120
1,2011Q1,87
0,2012Q1,470
0,2013Q3,489
0,2010Q4,358
0,2012Q1,316
1,2013Q1,365
1,2010Q1,93
1,2012Q3,203
1,2011Q3,69
1,2013Q2,339
1,2011Q1,483
0,2013Q3,270
0,2012Q1,289
0,2012Q3,159
1,2010Q4,74
0,2011Q3,409
0,2010Q2,255
0,2013Q4,15
0,2010Q1,396
1,2011Q2,226
1,2011Q4,60
1,2010Q3,308
1,2011Q2,232
1,2011Q4,74
0,2011Q3,8
0,2010Q2,241
1,2010Q3,69
0,2011Q2,168
0,2010Q1,382
0,2012Q2,438
0,2013Q3,264
1,2010Q4,60
1,2012Q3,217
1,2010Q4,189
0,2012Q4,15
1,2011Q1,497
0,2012Q2,376
0,2012Q3,165
1,2010Q4,48
0,2012Q4,482
0,2011Q3,435
0,2013Q3,20
1,2013Q3,116
1,2011Q4,288
1,2013Q2,305
1,2011Q3,55
0,2010Q4,91
1,2010Q3,446
1,2010Q3,320
0,2010Q3,98
1,2013Q4,397
1,2010Q2,133
1,2013Q2,463
0,2012Q3,34
0,2011Q2,140
0,2013Q4,29
1,2010Q3,41
0,2010Q2,269
0,2011Q3,353
0,2012Q2,410
0,2011Q4,85
0,2011Q2,154
1,2010Q3,55
0,2011Q3,347
0,2012Q2,404
0,2011Q4,91
1,2013Q4,383
1,2010Q3,334
1,2010Q2,127
1,2013Q2,477
1,2011Q4,48
0,2012Q3,20
1,2013Q3,102
1,2013Q2,311
0,2012Q4,29
1,2011Q3,41
0,2010Q4,85
1,2010Q3,452
0,2012Q2,362
0,2012Q3,171
0,2011Q3,98
0,2013Q1,188
0,2013Q3,258
0,2011Q3,421
0,2012Q4,496
0,2013Q3,34
0,2010Q1,433
0,2012Q2,389
0,2010Q4,204
0,2013Q1,163
0,2011Q3,73
1,2011Q1,440
1,2013Q1,239
1,2011Q4,277
1,2012Q1,110
1,2013Q4,368
1,2011Q1,326
0,2010Q3,67
1,2012Q3,12
0,2010Q2,296
0,2010Q1,355
0,2010Q2,282
0,2010Q1,341
0,2012Q2,8
1,2013Q2,488
0,2010Q3,73
1,2011Q1,332
1,2013Q3,12
1,2011Q1,454
1,2011Q4,263
1,2012Q1,104
0,2012Q4,469
0,2010Q1,427
0,2010Q4,210
0,2011Q4,139
0,2011Q3,67
0,2013Q1,177
0,2010Q4,52
1,2013Q4,432
1,2010Q3,485
1,2010Q4,162
1,2013Q1,205
1,2011Q3,96
0,2012Q4,441
0,2011Q4,111
0,2010Q4,238
1,2012Q4,27
0,2012Q1,276
0,2011Q4,46
0,2011Q2,183
1,2010Q3,82
0,2010Q1,369
0,2011Q3,390
0,2012Q4,327
1,2013Q4,354
1,2013Q4,33
1,2013Q4,340
1,2013Q4,27
0,2011Q4,52
0,2011Q2,197
1,2010Q3,96
0,2012Q4,333
0,2011Q3,384
0,2012Q4,455
0,2011Q4,105
0,2012Q1,262
1,2012Q4,33
0,2010Q4,46
1,2010Q3,491
1,2011Q1,468
1,2013Q4,426
1,2012Q1,138
1,2010Q4,176
1,2013Q1,211
1,2011Q3,82
1,2011Q3,237
1,2012Q4,280
0,2010Q1,194
0,2010Q3,244
0,2011Q2,418
0,2012Q2,148
0,2013Q2,261
1,2012Q2,212
1,2013Q3,328
1,2012Q2,206
0,2013Q2,275
0,2012Q3,429
0,2010Q1,180
0,2011Q3,179
0,2010Q3,250
1,2010Q2,319
1,2012Q4,294
1,2011Q3,223
0,2012Q3,401
0,2011Q1,281
0,2010Q3,278
0,2011Q3,151
0,2011Q2,342
1,2013Q3,472
1,2010Q2,331
1,2013Q4,195
1,2010Q3,122
1,2010Q2,457
1,2013Q2,107
1,2013Q3,314
0,2011Q2,424
0,2012Q3,367
0,2012Q2,174
0,2011Q2,430
0,2012Q3,373
0,2013Q2,249
0,2012Q2,160
1,2010Q2,443
1,2013Q2,113
1,2013Q3,300
1,2013Q3,466
1,2010Q2,325
1,2010Q3,136
1,2013Q4,181
0,2012Q3,415
0,2011Q1,295
0,2011Q3,145
0,2011Q2,356
0,2012Q4,119
0,2010Q1,157
0,2010Q3,287
0,2013Q4,230
0,2011Q4,449
0,2013Q1,407
1,2011Q1,124
1,2012Q4,243
1,2012Q1,474
1,2012Q1,312
0,2012Q3,398
0,2013Q1,361
0,2013Q1,375
1,2010Q4,348
1,2012Q1,306
1,2011Q1,130
1,2010Q1,219
1,2012Q4,257
1,2012Q1,460
1,2013Q3,499
0,2010Q1,143
0,2013Q4,224
0,2010Q3,293
0,2013Q1,413
1,2012Q4,9
1,2010Q1,231
1,2011Q1,118
1,2013Q4,156
1,2012Q1,448
1,2010Q4,406
0,2011Q1,242
0,2012Q4,125
0,2011Q3,192
0,2011Q2,381
0,2011Q4,475
0,2011Q4,313
1,2010Q4,360
1,2010Q2,494
1,2010Q4,374
1,2010Q2,480
0,2013Q1,349
0,2011Q4,307
0,2013Q4,218
0,2011Q1,256
0,2011Q3,186
0,2012Q4,131
0,2011Q2,395
0,2011Q4,461
1,2010Q1,225
1,2013Q4,142
1,2010Q4,412
0,2013Q1,348
0,2011Q4,306
1,2010Q2,481
1,2010Q4,375
1,2010Q4,413
1,2013Q4,143
1,2010Q1,224
0,2011Q4,460
0,2011Q2,394
0,2011Q3,187
0,2012Q4,130
0,2013Q4,219
0,2011Q1,257
0,2011Q4,474
0,2011Q2,380
0,2012Q4,124
0,2011Q3,193
0,2011Q1,243
1,2012Q1,449
1,2010Q4,407
1,2011Q1,119
1,2013Q4,157
1,2010Q1,230
1,2010Q2,495
1,2010Q4,361
0,2011Q4,312
1,2010Q4,349
1,2012Q1,307
0,2013Q1,374
1,2012Q4,8
0,2013Q1,412
0,2013Q4,225
0,2010Q3,292
0,2010Q1,142
1,2013Q3,498
1,2012Q1,461
1,2010Q1,218
1,2012Q4,256
1,2011Q1,131
1,2012Q1,475
1,2012Q4,242
1,2011Q1,125
0,2011Q4,448
0,2013Q1,406
0,2010Q3,286
0,2013Q4,231
0,2012Q4,118
0,2010Q1,156
0,2013Q1,360
0,2012Q3,399
1,2012Q1,313
1,2013Q3,301
1,2013Q2,112
1,2010Q2,442
0,2012Q2,161
0,2013Q2,248
0,2012Q3,372
0,2011Q2,431
0,2011Q2,357
0,2011Q3,144
0,2011Q1,294
0,2012Q3,414
1,2010Q3,137
1,2013Q4,180
1,2010Q2,324
1,2013Q3,467
1,2013Q4,194
1,2010Q3,123
1,2010Q2,330
1,2013Q3,473
0,2011Q2,343
0,2011Q3,150
0,2010Q3,279
0,2011Q1,280
0,2012Q3,400
0,2012Q2,175
0,2012Q3,366
0,2011Q2,425
1,2013Q3,315
1,2013Q2,106
1,2010Q2,456
0,2013Q2,274
1,2012Q2,207
1,2012Q4,295
1,2011Q3,222
1,2010Q2,318
0,2010Q3,251
0,2011Q3,178
0,2010Q1,181
0,2012Q3,428
0,2010Q3,245
0,2010Q1,195
1,2011Q3,236
1,2012Q4,281
1,2013Q3,329
1,2012Q2,213
0,2013Q2,260
0,2012Q2,149
0,2011Q2,419
0,2012Q4,332
0,2011Q3,385
1,2010Q3,97
0,2011Q2,196
0,2011Q4,53
1,2013Q4,26
1,2013Q4,341
1,2011Q3,83
1,2013Q1,210
1,2012Q1,139
1,2010Q4,177
1,2011Q1,469
1,2010Q3,490
1,2013Q4,427
0,2010Q4,47
0,2012Q1,263
1,2012Q4,32
0,2011Q4,104
0,2012Q4,454
1,2012Q4,26
0,2010Q4,239
0,2012Q1,277
0,2011Q4,110
0,2012Q4,440
1,2011Q3,97
1,2013Q1,204
1,2010Q4,163
1,2013Q4,433
1,2010Q3,484
0,2010Q4,53
1,2013Q4,32
1,2013Q4,355
0,2011Q3,391
0,2010Q1,368
0,2012Q4,326
1,2010Q3,83
0,2011Q2,182
0,2011Q4,47
1,2011Q1,333
0,2010Q3,72
1,2013Q2,489
0,2012Q2,9
0,2010Q1,340
0,2010Q2,283
0,2011Q4,138
0,2013Q1,176
0,2011Q3,66
0,2010Q4,211
0,2012Q4,468
0,2010Q1,426
1,2012Q1,105
1,2011Q4,262
1,2011Q1,455
1,2013Q3,13
1,2012Q1,111
1,2013Q1,238
1,2011Q4,276
1,2011Q1,441
0,2011Q3,72
0,2013Q1,162
0,2010Q4,205
0,2012Q2,388
0,2010Q1,432
0,2010Q1,354
0,2010Q2,297
1,2012Q3,13
1,2013Q4,369
0,2010Q3,66
1,2011Q1,327
0,2012Q3,21
1,2011Q4,49
1,2013Q2,476
1,2010Q2,126
1,2013Q4,382
1,2010Q3,335
0,2011Q4,90
0,2012Q2,405
0,2011Q3,346
1,2010Q3,54
0,2011Q2,155
0,2013Q3,35
0,2011Q3,420
0,2012Q4,497
0,2013Q3,259
0,2013Q1,189
0,2011Q3,99
0,2012Q3,170
0,2012Q2,363
1,2010Q3,453
0,2010Q4,84
1,2011Q3,40
1,2013Q2,310
0,2012Q4,28
1,2013Q3,103
1,2010Q3,447
0,2010Q4,90
1,2011Q3,54
1,2013Q2,304
1,2011Q4,289
1,2013Q3,117
0,2013Q3,21
0,2012Q4,483
1,2010Q4,49
0,2011Q3,434
0,2012Q3,164
0,2012Q2,377
0,2011Q4,84
0,2012Q2,411
0,2011Q3,352
0,2010Q2,268
1,2010Q3,40
0,2011Q2,141
0,2013Q4,28
0,2012Q3,35
1,2013Q2,462
1,2010Q2,132
0,2010Q3,99
1,2010Q3,321
1,2013Q4,396
0,2012Q2,439
0,2010Q1,383
0,2011Q2,169
1,2010Q3,68
0,2010Q2,240
1,2011Q4,75
0,2011Q3,9
1,2011Q2,233
1,2010Q3,309
1,2011Q1,496
0,2012Q4,14
1,2010Q4,188
1,2012Q3,216
1,2010Q4,61
0,2013Q3,265
1,2010Q4,75
0,2011Q3,408
0,2012Q3,158
0,2012Q1,288
0,2013Q3,271
1,2011Q1,482
1,2013Q2,338
1,2011Q3,68
1,2012Q3,202
1,2011Q4,61
1,2011Q2,227
0,2010Q1,397
0,2013Q4,14
0,2010Q2,254
0,2013Q3,488
0,2012Q1,471
1,2011Q1,86
0,2011Q1,121
0,2010Q1,208
0,2012Q4,246
1,2013Q1,402
1,2010Q1,152
1,2013Q4,235
1,2010Q3,282
1,2010Q1,92
1,2013Q1,364
0,2010Q4,359
0,2012Q1,317
0,2012Q1,303
1,2010Q1,86
1,2013Q1,370
1,2012Q3,389
1,2011Q4,458
1,2013Q1,416
1,2012Q4,108
1,2010Q1,146
1,2010Q3,296
1,2013Q4,221
0,2012Q1,465
1,2011Q1,92
0,2011Q1,135
0,2012Q4,252
0,2011Q1,63
1,2011Q4,470
1,2013Q4,209
1,2011Q1,247
1,2011Q3,197
1,2012Q4,120
1,2011Q2,384
0,2010Q4,403
0,2010Q1,234
0,2013Q4,153
1,2013Q1,16
0,2010Q2,491
0,2010Q1,77
0,2010Q4,365
1,2013Q1,358
1,2011Q4,316
1,2012Q1,16
1,2011Q4,302
0,2010Q1,63
0,2010Q2,485
0,2010Q4,371
0,2012Q1,459
0,2010Q4,417
0,2010Q1,220
0,2011Q1,109
0,2013Q4,147
0,2011Q1,77
1,2011Q4,464
1,2011Q1,253
1,2012Q4,134
1,2011Q3,183
1,2011Q2,390
1,2011Q3,168
1,2010Q1,191
1,2010Q3,241
0,2013Q1,30
1,2012Q3,438
0,2010Q2,308
0,2012Q4,285
0,2011Q3,232
1,2011Q1,45
0,2012Q2,217
0,2012Q1,24
0,2010Q1,88
1,2013Q2,264
1,2010Q1,51
1,2012Q2,159
1,2013Q2,270
1,2011Q2,409
1,2010Q1,45
0,2012Q1,30
0,2012Q2,203
0,2013Q3,339
0,2011Q3,226
0,2012Q4,291
1,2011Q1,51
1,2010Q1,185
1,2010Q3,255
0,2013Q1,24
0,2011Q1,88
0,2010Q2,334
0,2010Q3,127
0,2013Q4,190
1,2011Q1,79
0,2013Q3,477
1,2011Q1,284
1,2011Q3,154
1,2011Q2,347
1,2012Q3,404
1,2012Q3,362
1,2013Q2,258
1,2012Q2,171
1,2011Q2,421
0,2012Q1,18
0,2013Q2,102
0,2013Q3,311
0,2010Q2,452
0,2013Q2,116
0,2013Q3,305
0,2010Q2,446
1,2012Q3,376
1,2012Q2,165
1,2011Q2,435
1,2010Q1,79
1,2010Q3,269
1,2011Q1,290
1,2011Q3,140
0,2013Q1,18
1,2011Q2,353
1,2012Q3,410
0,2010Q2,320
0,2013Q4,184
0,2010Q3,133
0,2013Q3,463
0,2011Q4,272
0,2012Q1,115
0,2011Q2,32
0,2011Q1,445
1,2013Q2,47
1,2010Q4,201
1,2011Q4,128
1,2013Q1,166
1,2012Q4,478
1,2010Q1,436
1,2010Q2,293
1,2010Q1,350
0,2010Q2,26
0,2011Q1,323
1,2012Q2,53
0,2013Q2,499
0,2013Q4,379
0,2011Q1,337
1,2012Q2,47
0,2011Q4,500
1,2010Q2,287
1,2010Q1,344
0,2010Q2,32
1,2013Q2,53
1,2012Q2,398
1,2010Q4,215
1,2013Q1,172
1,2010Q1,422
0,2013Q1,228
0,2011Q4,266
0,2012Q1,101
0,2011Q2,26
0,2011Q1,451
1,2011Q4,114
1,2012Q1,273
1,2012Q4,444
0,2012Q1,129
0,2010Q4,167
0,2013Q1,200
0,2011Q1,479
0,2010Q3,480
0,2013Q4,437
0,2013Q4,351
1,2011Q2,186
1,2012Q4,322
1,2011Q3,395
1,2011Q2,192
1,2011Q3,381
1,2010Q1,378
1,2012Q4,336
0,2013Q4,345
0,2010Q4,173
0,2013Q1,214
0,2013Q4,423
0,2010Q3,494
1,2011Q4,100
1,2010Q4,229
1,2012Q1,267
1,2012Q4,450
1,2011Q2,28
1,2013Q2,84
1,2013Q3,275
0,2011Q1,486
0,2012Q3,206
0,2010Q4,198
0,2010Q3,319
1,2012Q2,90
0,2011Q2,223
1,2012Q2,429
1,2010Q2,250
1,2011Q2,179
1,2010Q1,393
0,2012Q2,49
1,2010Q2,244
1,2010Q1,387
1,2010Q2,28
0,2011Q2,237
1,2012Q2,84
0,2011Q1,492
0,2012Q3,212
0,2013Q2,49
0,2013Q2,328
1,2011Q3,418
1,2013Q2,90
1,2012Q1,298
1,2013Q3,261
1,2012Q3,148
0,2010Q3,443
0,2013Q2,61
0,2013Q3,113
1,2010Q1,9
0,2013Q2,300
1,2011Q3,430
1,2012Q4,487
1,2011Q2,14
1,2012Q2,373
1,2013Q1,199
1,2012Q3,160
1,2013Q3,249
1,2012Q2,415
1,2011Q2,145
1,2011Q3,356
0,2012Q2,75
0,2013Q2,466
0,2013Q4,392
0,2010Q3,325
0,2010Q2,136
1,2010Q2,14
0,2013Q2,472
0,2010Q3,331
0,2013Q4,386
0,2010Q2,122
1,2012Q2,401
1,2011Q2,151
1,2010Q2,278
0,2012Q2,61
1,2011Q3,342
1,2012Q4,493
1,2011Q3,424
1,2012Q2,367
1,2012Q3,174
0,2010Q3,457
0,2013Q3,107
0,2013Q2,75
0,2011Q4,299
0,2013Q2,314
1,2013Q2,94
1,2013Q3,265
1,2011Q2,38
0,2010Q4,188
0,2012Q3,216
0,2011Q1,496
0,2010Q3,309
1,2012Q2,80
0,2011Q2,233
1,2011Q2,169
1,2010Q2,240
1,2010Q1,383
0,2012Q2,59
1,2012Q2,439
1,2010Q2,254
1,2010Q1,397
0,2011Q2,227
1,2012Q2,94
1,2010Q2,38
0,2013Q2,59
0,2012Q3,202
0,2013Q2,338
0,2011Q1,482
1,2013Q2,80
1,2012Q3,158
1,2012Q1,288
1,2013Q3,271
1,2011Q3,408
0,2013Q2,71
0,2013Q3,103
0,2013Q2,310
0,2010Q3,453
1,2012Q2,363
1,2013Q3,259
1,2013Q1,189
1,2012Q3,170
1,2011Q3,420
1,2012Q4,497
1,2011Q2,155
1,2011Q3,346
0,2012Q2,65
1,2012Q2,405
0,2013Q4,382
0,2010Q3,335
0,2010Q2,126
0,2013Q2,476
1,2010Q2,10
0,2010Q3,321
0,2013Q4,396
0,2010Q2,132
0,2013Q2,462
1,2010Q2,268
1,2011Q2,141
0,2012Q2,71
1,2011Q3,352
1,2012Q2,411
1,2012Q2,377
1,2012Q3,164
1,2012Q4,483
1,2011Q3,434
1,2011Q2,10
0,2011Q4,289
0,2013Q3,117
0,2013Q2,65
0,2013Q2,304
0,2010Q3,447
0,2011Q1,455
0,2011Q2,22
0,2012Q1,105
0,2011Q4,262
1,2012Q4,468
1,2010Q1,426
1,2013Q2,57
1,2011Q4,138
1,2013Q1,176
1,2010Q4,211
0,2010Q2,36
1,2010Q2,283
1,2010Q1,340
0,2013Q2,489
0,2011Q1,333
1,2012Q2,43
0,2013Q4,369
0,2011Q1,327
1,2012Q2,57
0,2010Q2,22
1,2010Q2,297
1,2010Q1,354
1,2010Q1,432
1,2012Q2,388
1,2013Q2,43
1,2013Q1,162
1,2010Q4,205
0,2011Q1,441
0,2011Q2,36
0,2012Q1,111
0,2013Q1,238
0,2011Q4,276
1,2012Q4,454
1,2012Q1,263
1,2011Q4,104
0,2011Q1,469
0,2010Q3,490
0,2013Q4,427
0,2013Q1,210
0,2012Q1,139
0,2010Q4,177
0,2013Q4,341
1,2011Q2,196
1,2012Q4,332
1,2011Q3,385
1,2011Q2,182
1,2011Q3,391
1,2010Q1,368
1,2012Q4,326
0,2013Q4,355
0,2013Q4,433
0,2010Q3,484
0,2013Q1,204
0,2010Q4,163
1,2012Q4,440
1,2010Q4,239
1,2012Q1,277
1,2011Q4,110
1,2012Q3,428
1,2010Q3,251
1,2011Q3,178
1,2010Q1,181
0,2013Q1,20
1,2011Q1,55
0,2010Q2,318
0,2012Q4,295
0,2011Q3,222
0,2010Q1,98
0,2012Q2,207
0,2012Q1,34
1,2010Q1,41
1,2013Q2,274
1,2011Q2,419
1,2010Q1,55
1,2013Q2,260
1,2012Q2,149
0,2012Q1,20
0,2012Q2,213
0,2013Q3,329
1,2011Q1,41
0,2011Q3,236
0,2012Q4,281
0,2011Q1,98
1,2010Q3,245
1,2010Q1,195
0,2013Q1,34
0,2013Q3,467
1,2011Q1,69
0,2010Q2,324
0,2010Q3,137
0,2013Q4,180
1,2012Q3,414
1,2011Q3,144
1,2011Q1,294
1,2011Q2,357
1,2011Q2,431
1,2012Q3,372
1,2012Q2,161
1,2013Q2,248
0,2010Q2,442
0,2013Q2,112
1,2011Q1,8
0,2013Q3,301
0,2010Q2,456
0,2013Q2,106
0,2013Q3,315
1,2011Q2,425
1,2010Q1,69
1,2012Q3,366
1,2012Q2,175
1,2012Q3,400
1,2011Q3,150
1,2010Q3,279
1,2011Q1,280
1,2011Q2,343
0,2013Q3,473
0,2010Q2,330
0,2013Q4,194
0,2010Q3,123
0,2010Q1,218
0,2012Q4,256
0,2011Q1,131
1,2011Q1,96
0,2013Q3,498
0,2012Q1,461
1,2013Q4,225
1,2010Q3,292
1,2010Q1,142
1,2013Q1,412
1,2013Q1,374
1,2010Q1,82
0,2010Q4,349
0,2012Q1,307
0,2012Q1,313
1,2013Q1,360
1,2012Q3,399
1,2010Q1,96
1,2010Q3,286
1,2013Q4,231
1,2012Q4,118
1,2010Q1,156
1,2011Q4,448
1,2013Q1,406
0,2012Q4,242
0,2011Q1,125
1,2011Q1,82
0,2012Q1,475
1,2011Q3,187
1,2012Q4,130
1,2013Q4,219
1,2011Q1,257
1,2011Q2,394
0,2011Q1,73
1,2011Q4,460
0,2013Q4,143
0,2010Q1,224
0,2010Q4,413
0,2010Q4,375
0,2010Q2,481
0,2010Q1,67
1,2013Q1,348
1,2011Q4,306
1,2012Q1,12
1,2011Q4,312
0,2010Q4,361
0,2010Q1,73
0,2010Q2,495
0,2011Q1,119
1,2013Q1,12
0,2013Q4,157
0,2010Q1,230
0,2012Q1,449
0,2010Q4,407
1,2012Q4,124
1,2011Q3,193
1,2011Q1,243
1,2011Q2,380
0,2011Q1,67
1,2011Q4,474
1,2010Q2,136
1,2013Q4,392
1,2010Q3,325
1,2011Q4,59
0,2012Q3,31
1,2013Q2,466
0,2011Q3,356
0,2011Q2,145
1,2010Q3,44
0,2012Q2,415
0,2011Q4,80
0,2011Q3,89
0,2013Q1,199
0,2012Q3,160
0,2013Q3,249
0,2012Q2,373
0,2011Q3,430
0,2012Q4,487
0,2013Q3,25
1,2013Q2,300
0,2012Q4,38
1,2011Q3,50
1,2013Q3,113
1,2010Q3,443
0,2010Q4,94
1,2013Q2,314
1,2011Q3,44
1,2013Q3,107
1,2011Q4,299
1,2010Q3,457
0,2010Q4,80
0,2012Q3,174
0,2012Q2,367
1,2010Q4,59
0,2012Q4,493
0,2011Q3,424
0,2013Q3,31
0,2011Q3,342
0,2011Q2,151
0,2013Q4,38
0,2010Q2,278
1,2010Q3,50
0,2012Q2,401
0,2011Q4,94
1,2010Q2,122
0,2010Q3,89
1,2010Q3,331
1,2013Q4,386
0,2012Q3,25
1,2013Q2,472
0,2010Q1,393
1,2010Q3,78
0,2010Q2,250
0,2013Q4,10
0,2011Q2,179
0,2012Q2,429
1,2011Q2,223
1,2010Q3,319
1,2011Q4,65
1,2012Q3,206
1,2010Q4,198
1,2011Q1,486
0,2013Q3,275
0,2013Q3,19
1,2010Q4,71
0,2012Q1,298
0,2013Q3,261
0,2012Q3,148
1,2010Q4,65
0,2011Q3,418
1,2011Q3,78
0,2012Q4,10
1,2013Q2,328
1,2012Q3,212
1,2011Q1,492
1,2011Q2,237
0,2012Q3,19
1,2011Q4,71
0,2010Q1,387
0,2010Q2,244
0,2011Q4,43
0,2012Q4,322
0,2011Q3,395
0,2011Q2,186
1,2010Q3,87
1,2013Q4,351
1,2013Q4,36
1,2011Q1,479
1,2010Q3,480
1,2013Q4,437
0,2010Q4,57
1,2011Q3,93
1,2012Q1,129
1,2010Q4,167
1,2013Q1,200
0,2012Q4,444
0,2011Q4,114
0,2012Q1,273
1,2012Q4,22
0,2012Q4,450
0,2011Q4,100
1,2012Q4,36
0,2010Q4,229
0,2012Q1,267
1,2013Q4,423
1,2010Q3,494
0,2010Q4,43
1,2011Q3,87
1,2010Q4,173
1,2013Q1,214
1,2013Q4,345
1,2013Q4,22
0,2011Q4,57
0,2011Q3,381
0,2010Q1,378
0,2012Q4,336
0,2011Q2,192
1,2010Q3,93
1,2013Q2,499
1,2011Q1,323
0,2010Q3,62
1,2013Q4,9
1,2012Q3,17
0,2010Q1,350
0,2010Q2,293
0,2012Q4,478
0,2010Q1,436
0,2010Q4,201
0,2011Q4,128
0,2011Q3,76
0,2013Q1,166
1,2011Q1,445
1,2011Q4,272
1,2012Q1,115
1,2011Q1,451
1,2013Q3,17
1,2013Q1,228
1,2011Q4,266
1,2012Q1,101
0,2010Q1,422
0,2010Q4,215
0,2013Q1,172
0,2011Q3,62
0,2012Q2,398
0,2010Q1,344
0,2010Q2,287
1,2011Q4,500
1,2013Q4,379
0,2010Q3,76
1,2011Q1,337
1,2010Q2,452
1,2013Q3,311
1,2013Q2,102
0,2011Q2,421
0,2013Q2,258
0,2012Q2,171
0,2012Q3,362
0,2012Q3,404
0,2011Q2,347
0,2011Q1,284
0,2011Q3,154
1,2013Q3,477
1,2010Q3,127
1,2013Q4,190
1,2010Q2,334
1,2013Q3,463
1,2013Q4,184
1,2010Q3,133
1,2010Q2,320
0,2012Q3,410
0,2011Q2,353
0,2010Q3,269
0,2011Q1,290
0,2011Q3,140
0,2011Q2,435
0,2012Q2,165
0,2012Q3,376
1,2010Q2,446
1,2013Q3,305
1,2013Q2,116
0,2013Q2,264
1,2012Q2,217
0,2010Q3,8
1,2012Q4,285
1,2011Q3,232
1,2010Q2,308
0,2012Q3,438
0,2011Q3,168
0,2010Q1,191
0,2010Q3,241
0,2010Q1,185
0,2010Q3,255
1,2011Q3,226
1,2012Q4,291
1,2013Q3,339
1,2012Q2,203
0,2011Q2,409
0,2012Q2,159
0,2013Q2,270
0,2013Q1,358
0,2011Q4,316
1,2010Q4,365
1,2010Q2,491
1,2010Q1,234
1,2013Q4,153
1,2010Q4,403
0,2011Q2,384
0,2013Q4,209
0,2011Q1,247
0,2011Q3,197
0,2012Q4,120
0,2011Q4,470
0,2011Q2,390
0,2011Q1,253
0,2012Q4,134
0,2011Q3,183
0,2011Q4,464
1,2010Q1,220
1,2011Q1,109
1,2013Q4,147
1,2012Q1,459
1,2010Q4,417
1,2010Q4,371
1,2010Q2,485
0,2011Q4,302
1,2010Q4,359
1,2012Q1,317
0,2013Q1,364
